Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs
600,64,500,2,3,0.004082482904638631,10000,1.0,0.003742971457540989,0.005659456830471754,0.09168370192776854,0.1386278122663498,19497
600,64,500,2,3,0.004082482904638631,10000,1.0,0.007697986904531717,0.007842314429581165,0.1885613996272967,0.19209669530391693,100000
600,64,500,2,3,0.004082482904638631,10000,1.0,0.0035761683247983456,0.004941048100590706,0.08759787630059648,0.12103046476840973,37982
700,64,500,2,3,0.0037796447300922726,10000,1.0,0.007321951910853386,0.007332371082156897,0.1937206386769223,0.19399631023406982,100000
700,64,500,2,3,0.0037796447300922726,10000,1.0,0.007861610502004623,0.007071308325976133,0.20799866292757888,0.1870892345905304,100000
700,64,500,2,3,0.0037796447300922726,10000,1.0,0.00826386921107769,0.007086461875587702,0.21864142799675101,0.18749016523361206,100000
700,64,500,2,3,0.0037796447300922726,10000,1.0,0.003759623970836401,0.005103242117911577,0.0994703004995027,0.13501909375190735,36451
700,64,500,2,3,0.0037796447300922726,10000,1.0,0.007779277861118317,0.00724748382344842,0.2058203460018953,0.1917504072189331,100000
800,64,500,2,3,0.0035355339059327377,10000,1.0,0.006986905355006456,0.00667874189093709,0.1976195262413467,0.188903346657753,100000
800,64,500,2,3,0.0035355339059327377,10000,1.0,0.007570759858936071,0.00692672049626708,0.21413342539954425,0.1959172487258911,100000
800,64,500,2,3,0.0035355339059327377,10000,1.0,0.0062834168784320354,0.006814285647124052,0.17772186735045203,0.19273710250854492,100000
800,64,500,2,3,0.0035355339059327377,10000,1.0,0.007517622783780098,0.0067885518074035645,0.21263048195253592,0.19200924038887024,100000
800,64,500,2,3,0.0035355339059327377,10000,1.0,0.0070069762878119946,0.006715061143040657,0.19818721794900812,0.18993061780929565,100000
900,64,500,2,3,0.0033333333333333335,10000,1.0,0.006922221276909113,0.00646131532266736,0.2076666383072734,0.19383946061134338,100000
900,64,500,2,3,0.0033333333333333335,10000,1.0,0.0064041996374726295,0.006553084589540958,0.1921259891241789,0.1965925395488739,100000
900,64,500,2,3,0.0033333333333333335,10000,1.0,0.005886333528906107,0.006263587158173323,0.1765900058671832,0.1879076212644577,100000
900,64,500,2,3,0.0033333333333333335,10000,1.0,0.007119446061551571,0.0064306193962693214,0.21358338184654713,0.1929185837507248,100000
900,64,500,2,3,0.0033333333333333335,10000,1.0,0.006242703180760145,0.006351129617542028,0.18728109542280436,0.19053389132022858,100000
1000,64,500,2,3,0.0031622776601683794,10000,1.0,0.006556787062436342,0.00615117559209466,0.20734381250023498,0.19451725482940674,100000
