n,num_bits,num_samples,learning_rate,hidden_dim,layers_num,num_samples_test,batch_size,epochs,test_loss
15,8,500,0.001,64,3,1000,64,100,0.16176746785640717
15,8,500,0.001,64,4,1000,32,100,0.17634116113185883
15,8,500,0.001,64,4,1000,64,100,0.17125754058361053
15,8,500,0.005,8,2,1000,32,100,0.12247654795646667
15,8,500,0.005,8,2,1000,64,100,0.11838378012180328
15,8,500,0.005,8,3,1000,32,100,0.12083116918802261
15,8,500,0.005,8,3,1000,64,100,0.11972707509994507
15,8,500,0.005,8,4,1000,32,100,0.1291172206401825
15,8,500,0.005,8,4,1000,64,100,0.11679632216691971
15,8,500,0.005,16,2,1000,32,100,0.15439581871032715
15,8,500,0.005,16,2,1000,64,100,0.13577543199062347
15,8,500,0.005,16,3,1000,32,100,0.1603665053844452
15,8,500,0.005,16,3,1000,64,100,0.152276873588562
15,8,500,0.005,16,4,1000,32,100,0.15422676503658295
15,8,500,0.005,16,4,1000,64,100,0.1532580554485321
15,8,500,0.005,32,2,1000,32,100,0.17812831699848175
15,8,500,0.005,32,2,1000,64,100,0.1713232845067978
15,8,500,0.005,32,3,1000,32,100,0.179683119058609
15,8,500,0.005,32,3,1000,64,100,0.18148648738861084
15,8,500,0.005,32,4,1000,32,100,0.17992150783538818
15,8,500,0.005,32,4,1000,64,100,0.17894293367862701
15,8,500,0.005,64,2,1000,32,100,0.17406508326530457
15,8,500,0.005,64,2,1000,64,100,0.17190951108932495
15,8,500,0.005,64,3,1000,32,100,0.1742817759513855
15,8,500,0.005,64,3,1000,64,100,0.17502202093601227
15,8,500,0.005,64,4,1000,32,100,0.18799208104610443
15,8,500,0.005,64,4,1000,64,100,0.1769406795501709
15,16,500,0.001,8,2,1000,32,100,0.11786084622144699
15,16,500,0.001,8,2,1000,64,100,0.11608225852251053
15,16,500,0.001,8,3,1000,32,100,0.11849144846200943
15,16,500,0.001,8,3,1000,64,100,0.1156735047698021
15,16,500,0.001,8,4,1000,32,100,0.11604572832584381
15,16,500,0.001,8,4,1000,64,100,0.11712267249822617
15,16,500,0.001,16,2,1000,32,100,0.12244956195354462
15,16,500,0.001,16,2,1000,64,100,0.12074466794729233
15,16,500,0.001,16,3,1000,32,100,0.12404222041368484
15,16,500,0.001,16,3,1000,64,100,0.12162021547555923
15,16,500,0.001,16,4,1000,32,100,0.1266162395477295
15,16,500,0.001,16,4,1000,64,100,0.12184589356184006
15,16,500,0.001,32,2,1000,32,100,0.13326314091682434
15,16,500,0.001,32,2,1000,64,100,0.12875065207481384
15,16,500,0.001,32,3,1000,32,100,0.14163361489772797
15,16,500,0.001,32,3,1000,64,100,0.13000091910362244
15,16,500,0.001,32,4,1000,32,100,0.1476881206035614
15,16,500,0.001,32,4,1000,64,100,0.13305774331092834
15,16,500,0.001,64,2,1000,32,100,0.1591195911169052
15,16,500,0.001,64,2,1000,64,100,0.14221680164337158
15,16,500,0.001,64,3,1000,32,100,0.17580941319465637
15,16,500,0.001,64,3,1000,64,100,0.15551425516605377
15,16,500,0.001,64,4,1000,32,100,0.1852286159992218
15,16,500,0.001,64,4,1000,64,100,0.16892899572849274
15,16,500,0.005,8,2,1000,32,100,0.1281939595937729
15,16,500,0.005,8,2,1000,64,100,0.12567032873630524
15,16,500,0.005,8,3,1000,32,100,0.12411969900131226
15,16,500,0.005,8,3,1000,64,100,0.12789751589298248
15,16,500,0.005,8,4,1000,32,100,0.12640683352947235
15,16,500,0.005,8,4,1000,64,100,0.12673696875572205
15,16,500,0.005,16,2,1000,32,100,0.14497721195220947
15,16,500,0.005,16,2,1000,64,100,0.14328406751155853
15,16,500,0.005,16,3,1000,32,100,0.15095320343971252
15,16,500,0.005,16,3,1000,64,100,0.14293107390403748
15,16,500,0.005,16,4,1000,32,100,0.1547902673482895
15,16,500,0.005,16,4,1000,64,100,0.1458684653043747
15,16,500,0.005,32,2,1000,32,100,0.18720759451389313
15,16,500,0.005,32,2,1000,64,100,0.17469316720962524
15,16,500,0.005,32,3,1000,32,100,0.19519534707069397
15,16,500,0.005,32,3,1000,64,100,0.19177500903606415
15,16,500,0.005,32,4,1000,32,100,0.20022548735141754
15,16,500,0.005,32,4,1000,64,100,0.1803705245256424
15,16,500,0.005,64,2,1000,32,100,0.20087812840938568
15,16,500,0.005,64,2,1000,64,100,0.19660250842571259
15,16,500,0.005,64,3,1000,32,100,0.20433375239372253
15,16,500,0.005,64,3,1000,64,100,0.2046896517276764
15,16,500,0.005,64,4,1000,32,100,0.20812445878982544
15,16,500,0.005,64,4,1000,64,100,0.20631039142608643
15,32,500,0.001,8,2,1000,32,100,0.12199750542640686
15,32,500,0.001,8,2,1000,64,100,0.12147317081689835
15,32,500,0.001,8,3,1000,32,100,0.1228240355849266
15,32,500,0.001,8,3,1000,64,100,0.12276146560907364
15,32,500,0.001,8,4,1000,32,100,0.12169203907251358
15,32,500,0.001,8,4,1000,64,100,0.12129516154527664
15,32,500,0.001,16,2,1000,32,100,0.12648826837539673
15,32,500,0.001,16,2,1000,64,100,0.12496756762266159
15,32,500,0.001,16,3,1000,32,100,0.12580004334449768
15,32,500,0.001,16,3,1000,64,100,0.12501898407936096
15,32,500,0.001,16,4,1000,32,100,0.1277327686548233
15,32,500,0.001,16,4,1000,64,100,0.12374080717563629
15,32,500,0.001,32,2,1000,32,100,0.1359587162733078
15,32,500,0.001,32,2,1000,64,100,0.13088321685791016
15,32,500,0.001,32,3,1000,32,100,0.13953880965709686
15,32,500,0.001,32,3,1000,64,100,0.13298392295837402
15,32,500,0.001,32,4,1000,32,100,0.13633325695991516
15,32,500,0.001,32,4,1000,64,100,0.13463947176933289
15,32,500,0.001,64,2,1000,32,100,0.15309719741344452
15,32,500,0.001,64,2,1000,64,100,0.14093753695487976
15,32,500,0.001,64,3,1000,32,100,0.16288995742797852
15,32,500,0.001,64,3,1000,64,100,0.1512594372034073
15,32,500,0.001,64,4,1000,32,100,0.16938117146492004
15,32,500,0.001,64,4,1000,64,100,0.1563752144575119
15,32,500,0.005,8,2,1000,32,100,0.12713220715522766
15,32,500,0.005,8,2,1000,64,100,0.127707377076149
15,32,500,0.005,8,3,1000,32,100,0.12891778349876404
15,32,500,0.005,8,3,1000,64,100,0.1265905797481537
15,32,500,0.005,8,4,1000,32,100,0.12882621586322784
15,32,500,0.005,8,4,1000,64,100,0.12555482983589172
15,32,500,0.005,16,2,1000,32,100,0.13948200643062592
15,32,500,0.005,16,2,1000,64,100,0.13369789719581604
15,32,500,0.005,16,3,1000,32,100,0.1441076099872589
15,32,500,0.005,16,3,1000,64,100,0.13674946129322052
15,32,500,0.005,16,4,1000,32,100,0.14444413781166077
15,32,500,0.005,16,4,1000,64,100,0.14071787893772125
15,32,500,0.005,32,2,1000,32,100,0.1728937327861786
15,32,500,0.005,32,2,1000,64,100,0.16435173153877258
15,32,500,0.005,32,3,1000,32,100,0.184010311961174
15,32,500,0.005,32,3,1000,64,100,0.1700727790594101
15,32,500,0.005,32,4,1000,32,100,0.18244114518165588
15,32,500,0.005,32,4,1000,64,100,0.17290888726711273
15,32,500,0.005,64,2,1000,32,100,0.2130221724510193
15,32,500,0.005,64,2,1000,64,100,0.2011898308992386
15,32,500,0.005,64,3,1000,32,100,0.2167186290025711
15,32,500,0.005,64,3,1000,64,100,0.21566016972064972
15,32,500,0.005,64,4,1000,32,100,0.21570996940135956
15,32,500,0.005,64,4,1000,64,100,0.21235914528369904
